cycle,timestamp_utc,t_phase1_s,t_phase1_prov_s,t_phase1_proc_s,t_phase2_s,t_phase2_prov_s,t_phase2_proc_s,t_phase3_s,t_phase3_prov_s,t_phase3_proc_s,t_total_provisioning_s,t_total_prov_s,t_total_proc_s,tunnel_convergence_s,vm_startup_s,tunnel1_up,tunnel2_up,tunnel3_up,tunnel4_up,active_tunnel_count,icmp_rtt_min_ms,icmp_rtt_avg_ms,icmp_rtt_max_ms,icmp_packet_loss_pct,icmp_success,tcp_az_to_aws_mbps,tcp_aws_to_az_mbps,tcp_retransmissions,udp_mbps,jitter_ms,udp_loss_pct,t_destroy_s,destroy_success,aws_state_resource_count,azure_state_resource_count,success,failure_phase,failure_type,failure_reason,cycle_duration_min,run_source,github_run_id
1,2026-06-24T06:06:49.359431+00:00,1359.736149858,1358.957008498,0.7791413600000396,637.4272941400002,635.6381364600002,1.7891576800000166,147.38644549900027,147.1089181289999,0.27752737000037087,2144.5498894970005,2141.704063087,2.845826410000427,5.500968319000094,35.597918416000084,True,False,True,False,2,3.345,4.579,24.665,0.0,True,607.0,586.0,236,99.8,0.039,0.081,723.5003139179998,True,16,16,True,,,,52.82727969221666,github_actions,28078586215
1,2026-06-24T18:51:51.134012+00:00,1365.5891542900001,1364.782918763,0.8062355270001262,354.25939039900004,352.41837892600006,1.8410114729999805,149.44006770600004,149.16003824299992,0.280029463000119,1869.2886123950002,1866.361335932,2.9272764630002257,5.035887762000129,294.691476426,True,False,True,False,2,3.22,3.604,6.706,0.0,True,887.0,1040.0,1011,99.9,0.057,0.0,765.7392958320002,True,16,16,True,,,,53.2577247745,github_actions,28121867012
