cycle,timestamp_utc,t_phase1_s,t_phase1_prov_s,t_phase1_proc_s,t_phase2_s,t_phase2_prov_s,t_phase2_proc_s,t_phase3_s,t_phase3_prov_s,t_phase3_proc_s,t_total_provisioning_s,t_total_prov_s,t_total_proc_s,tunnel_convergence_s,vm_startup_s,tunnel1_up,tunnel2_up,tunnel3_up,tunnel4_up,active_tunnel_count,icmp_rtt_min_ms,icmp_rtt_avg_ms,icmp_rtt_max_ms,icmp_packet_loss_pct,icmp_success,tcp_az_to_aws_mbps,tcp_aws_to_az_mbps,tcp_retransmissions,udp_mbps,jitter_ms,udp_loss_pct,t_destroy_s,destroy_success,aws_state_resource_count,azure_state_resource_count,success,failure_phase,failure_type,failure_reason,cycle_duration_min,run_source,github_run_id
1,2026-06-30T08:00:55.570014+00:00,1357.3502693970004,1356.5144443540003,0.8358250430001135,656.7536002400011,654.773381037001,1.9802192030001606,148.69813387700015,148.39383215700036,0.30430171999978484,2162.8020035140016,2159.6816575480016,3.120345966000059,39.687736421999944,226.13538252599938,True,False,True,False,2,3.192,3.552,9.8,0.0,True,851.0,874.0,242,99.2,0.054,0.66,870.3738710199996,True,16,16,True,,,,59.339077272983346,github_actions,28423912020
1,2026-06-30T18:54:49.475281+00:00,1454.8679322819999,1454.074073806,0.7938584759999685,359.6299628070001,357.80536913900005,1.824593668000034,145.968998973,145.69081787699997,0.2781810960000257,1960.466894062,1957.570260822,2.8966332400000283,5.2586723150000125,477.9923886549998,True,False,True,False,2,3.682,4.196,18.569,0.0,True,854.0,903.0,179,99.5,0.048,0.37,746.3161791490002,True,16,16,True,,,,57.49123899283333,github_actions,28468498631
