cycle,timestamp_utc,t_phase1_s,t_phase1_prov_s,t_phase1_proc_s,t_phase2_s,t_phase2_prov_s,t_phase2_proc_s,t_phase3_s,t_phase3_prov_s,t_phase3_proc_s,t_total_provisioning_s,t_total_prov_s,t_total_proc_s,tunnel_convergence_s,vm_startup_s,tunnel1_up,tunnel2_up,tunnel3_up,tunnel4_up,active_tunnel_count,icmp_rtt_min_ms,icmp_rtt_avg_ms,icmp_rtt_max_ms,icmp_packet_loss_pct,icmp_success,tcp_az_to_aws_mbps,tcp_aws_to_az_mbps,tcp_retransmissions,udp_mbps,jitter_ms,udp_loss_pct,t_destroy_s,destroy_success,aws_state_resource_count,azure_state_resource_count,success,failure_phase,failure_type,failure_reason,cycle_duration_min,run_source,github_run_id
1,2026-06-16T07:59:14.556455+00:00,1350.7758654590002,1349.918533341,0.8573321180001585,327.42311988400024,325.3739397669997,2.04918011700056,143.12666593300037,142.8259141540002,0.3007517790001657,1821.3256512760008,1818.118387262,3.2072640140008843,6.303736451999612,35.02081351000015,True,False,True,False,2,4.059,8.174,63.354,0.0,True,837.0,719.0,212,99.3,0.042,0.59,774.2460689930003,True,16,16,True,,,,48.29753472435001,github_actions,27601018348
