cycle,timestamp_utc,fault_id,fault_category,fault_description,fault_file,fw_azure_provisioned,fw_aws_provisioned,fw_azure_resource_count,fw_aws_resource_count,fw_blast_radius_score,fw_recovery_time_s,mono_azure_provisioned,mono_aws_provisioned,mono_resource_count,mono_blast_radius_score,mono_recovery_time_s,notes
1,2026-06-23T03:19:53.853118+00:00,SEM-01,semantic,AWS subnet CIDR outside VPC range (10.9.x not in 10.1.x),aws/variables.tf,1,0,12,13,1,0.6513727999990806,1,1,28,2,1521.5471260000486,
