cycle,timestamp_utc,t_phase1_s,t_phase1_prov_s,t_phase1_proc_s,t_phase2_s,t_phase2_prov_s,t_phase2_proc_s,t_phase3_s,t_phase3_prov_s,t_phase3_proc_s,t_total_provisioning_s,t_total_prov_s,t_total_proc_s,tunnel_convergence_s,vm_startup_s,tunnel1_up,tunnel2_up,tunnel3_up,tunnel4_up,active_tunnel_count,icmp_rtt_min_ms,icmp_rtt_avg_ms,icmp_rtt_max_ms,icmp_packet_loss_pct,icmp_success,tcp_az_to_aws_mbps,tcp_aws_to_az_mbps,tcp_retransmissions,udp_mbps,jitter_ms,udp_loss_pct,t_destroy_s,destroy_success,aws_state_resource_count,azure_state_resource_count,success,failure_phase,failure_type,failure_reason,cycle_duration_min,run_source,github_run_id
1,2026-06-27T06:21:04.290038+00:00,1466.886796795,1466.136311958,0.7504848369999308,336.7529998949999,334.9586373679999,1.7943625269999757,146.64266133399997,146.36992107999959,0.27274025400038227,1950.2824580239999,1947.4648704059996,2.817587618000289,8.220949769000072,37.51489094599992,True,False,True,False,2,3.284,13.187,122.507,0.0,True,763.0,712.0,960,99.6,0.076,0.25,764.1969530599999,True,16,16,True,,,,50.3292406531,github_actions,28280324241
1,2026-06-27T18:20:39.333272+00:00,1457.8322107660001,1457.0635814369998,0.768629329000305,357.9970153889999,356.1879413679999,1.809074021000015,149.38559586599968,149.10469744300008,0.28089842299959855,1965.2148220209997,1962.3562202479998,2.8586017729999185,38.652348414000244,417.93478157399977,True,False,True,False,2,3.968,4.251,5.943,0.0,True,892.0,938.0,320,99.9,0.058,0.0,873.408136048,True,16,16,True,,,,59.281090868350006,github_actions,28297229384
