cycle,timestamp_utc,t_phase1_s,t_phase1_prov_s,t_phase1_proc_s,t_phase2_s,t_phase2_prov_s,t_phase2_proc_s,t_phase3_s,t_phase3_prov_s,t_phase3_proc_s,t_total_provisioning_s,t_total_prov_s,t_total_proc_s,tunnel_convergence_s,vm_startup_s,tunnel1_up,tunnel2_up,tunnel3_up,tunnel4_up,active_tunnel_count,icmp_rtt_min_ms,icmp_rtt_avg_ms,icmp_rtt_max_ms,icmp_packet_loss_pct,icmp_success,tcp_az_to_aws_mbps,tcp_aws_to_az_mbps,tcp_retransmissions,udp_mbps,jitter_ms,udp_loss_pct,t_destroy_s,destroy_success,aws_state_resource_count,azure_state_resource_count,success,failure_phase,failure_type,failure_reason,cycle_duration_min,run_source,github_run_id
1,2026-06-15T08:32:17.741938+00:00,1457.843974,1457.094842,0.7491322280000077,344.9935978660001,343.3029245,1.6906733840000925,145.79365439799994,145.55772082299995,0.23593357499999001,1948.631226,1945.955487,2.675739187,5.225347544999977,352.0775798519999,TRUE,FALSE,TRUE,FALSE,2,3.083,3.476,7.698,0,TRUE,815,893,1526,99.9,0.082,0,742.2237616850002,TRUE,16,16,TRUE,,,,55.114013811166664,github_actions,27533903967
1,2026-06-15T12:25:35.070288+00:00,1460.6099745259999,1459.7318466369998,0.8781278890000976,925.8800810349994,923.8152234920008,2.064857542998652,143.55012683799941,143.24384916300005,0.30627767499936454,2530.0401823989987,2526.7909192920006,3.2492631069981144,40.37274954399982,223.09925786799977,TRUE,FALSE,TRUE,FALSE,2,3.283,3.959,16.128,0,TRUE,853,1060,82,99.9,0.042,0,742.1869357040014,TRUE,16,16,TRUE,,,,63.26291882,github_actions,27540414402
