cycle,timestamp_utc,fault_id,fault_category,fault_description,fault_file,fw_azure_provisioned,fw_aws_provisioned,fw_azure_resource_count,fw_aws_resource_count,fw_blast_radius_score,fw_recovery_time_s,mono_azure_provisioned,mono_aws_provisioned,mono_resource_count,mono_blast_radius_score,mono_recovery_time_s,notes
1,2026-07-02T00:13:06.435594+00:00,CC-02,cross-cloud,Azure VNet CIDR mismatches AWS VPN route — traffic never reaches VPN,azure/variables.tf,0,1,0,16,1,0.28461743499997283,1,1,22,2,1570.91150096,
